CERTIFIED.eid  CERTIFIED.aid  SCHEDULE.flno  SCHEDULE.aid  
36406	20307	8082	20307	
43828	25508	33444	25508	
46755	6172	3315	6172	
20067	41961	33877	41961	
40163	38426	11076	38426	
11731	2778	46526	2778	
24769	22968	25527	22968	
19722	30592	15044	30592	
9548	34398	4368	34398	
36813	39671	263	39671	
653	30700	32726	30700	
30221	35116	33028	35116	
6129	46150	24603	46150	
23703	14056	7725	14056	
32945	4150	45462	4150	
49450	44677	28093	44677	
29134	34171	20848	34171	
49323	45215	24080	45215	
1224	13259	32489	13259	
911	22471	11068	22471	
129	41854	24790	41854	
30148	10609	45776	10609	
30232	32441	15393	32441	
13244	8367	32994	8367	
11784	40689	48805	40689	
44034	1030	35875	1030	
28485	33061	46441	33061	
26653	23085	14619	23085	
7232	40174	5608	40174	
17966	30787	32434	30787	
23518	16229	33686	16229	
10483	15759	39038	15759	
31389	34217	2610	34217	
31564	43277	31039	43277	
5172	12591	9157	12591	
15834	15247	30968	15247	
39278	12224	14858	12224	
4980	7815	11749	7815	
8545	23492	12661	23492	
23826	11682	18173	11682	
13992	34807	25288	34807	
34551	18249	23512	18249	
33245	9586	17046	9586	
14026	37785	46334	37785	
21312	2144	38667	2144	
24233	42503	5721	42503	
24690	17302	10461	17302	
27494	43220	4210	43220	
2206	25758	43855	25758	
6245	23590	38965	23590	
44438	34735	42437	34735	
1876	30849	32031	30849	
7935	32780	13431	32780	
579	22765	44643	22765	
4724	4918	30428	4918	
23682	42143	30438	42143	
41175	7742	39626	7742	
23720	9410	1707	9410	
36198	11519	28651	11519	
12875	19957	16315	19957	
36391	33832	23528	33832	
33035	27674	10766	27674	
79	10743	8118	10743	
29837	37520	5338	37520	
33278	22768	32007	22768	
2868	24975	37417	24975	
40094	10760	9379	10760	
10204	26047	13972	26047	
24822	30128	21509	30128	
27214	37479	41373	37479	
17640	37966	36049	37966	
43586	11220	4643	11220	
36074	1389	5866	1389	
30976	5076	14890	5076	
31455	8811	22761	8811	
29642	26109	16008	26109	
27647	21582	3889	21582	
43319	28640	29774	28640	
14826	4306	46264	4306	
1810	46213	9228	46213	
42824	18352	3209	18352	
48941	23137	14196	23137	
11560	39859	48065	39859	
16703	45372	4157	45372	
48075	18258	36550	18258	
25297	46013	1251	46013	
11751	12099	20045	12099	
36630	1402	19929	1402	
13376	5739	12693	5739	
37211	18098	47464	18098	
15060	36990	1189	36990	
17749	16624	15770	16624	
41124	22523	21395	22523	
14778	12323	11670	12323	
47183	36429	43255	36429	
22498	16769	30073	16769	
4725	49814	12657	49814	
867	15508	48737	15508	
7318	6616	31120	6616	
11684	43317	28720	43317	
14890	46982	35413	46982	
5290	16011	2496	16011	
16564	29663	17981	29663	
29353	35056	29707	35056	
1768	40153	25894	40153	
40301	47619	21396	47619	
17130	41384	6426	41384	
15074	2218	29312	2218	
25781	11370	37835	11370	
33892	27967	41051	27967	
48406	5020	4135	5020	
18853	24521	37711	24521	
39353	14950	14761	14950	
33316	30570	2179	30570	
46277	1304	12700	1304	
13207	7720	17655	7720	
14096	32494	474	32494	
44123	45008	35579	45008	
35557	45464	6558	45464	
4946	21294	47799	21294	
49275	2407	15423	2407	
648	19686	5766	19686	
10466	3186	4427	3186	
45549	45672	29977	45672	
46661	18652	40022	18652	
25984	13574	25479	13574	
16325	13689	2455	13689	
3043	13044	3796	13044	
47904	17962	2456	17962	
7382	18116	39045	18116	
7616	13072	8215	13072	
11337	31657	18024	31657	
36404	13607	25264	13607	
4917	40293	16866	40293	
24115	48370	23712	48370	
21053	15260	25615	15260	
17581	49768	39637	49768	
29441	17229	46304	17229	
37655	24984	43363	24984	
37250	32089	11837	32089	
49365	42892	40994	42892	
32835	46313	40372	46313	
16410	17313	30011	17313	
26085	30435	23707	30435	
34455	42530	27817	42530	
41507	36681	8628	36681	
27154	23603	40251	23603	
22109	32521	4195	32521	
44681	39886	49780	39886	
22923	49618	42181	49618	
42946	24565	4072	24565	
48054	49480	10283	49480	
24983	4346	47290	4346	
32515	28567	47615	28567	
194	27049	49244	27049	
15463	6858	47481	6858	
32712	47443	32	47443	
2610	3595	28269	3595	
9805	31365	15574	31365	
48800	1067	24670	1067	
30755	2410	7963	2410	
21321	38741	5008	38741	
21695	948	13127	948	
8062	43578	26466	43578	
37096	17549	41587	17549	
17806	31121	38159	31121	
42434	40854	9783	40854	
4558	22089	36040	22089	
21554	25708	36445	25708	
48133	37302	6655	37302	
19207	3079	24077	3079	
12565	6266	41795	6266	
5788	16948	355	16948	
6364	44742	34670	44742	
25907	33886	11306	33886	
29270	893	14280	893	
605	13978	36078	13978	
41583	20527	42642	20527	
39279	12485	46346	12485	
8529	29388	12836	29388	
10761	31056	33542	31056	
48633	9654	17760	9654	
40965	37922	30302	37922	
15922	15089	33305	15089	
1626	11564	28921	11564	
24747	17690	44019	17690	
28346	40050	35098	40050	
30671	12183	17829	12183	
5793	36559	10215	36559	
46923	12205	32204	12205	
24675	46694	39197	46694	
8107	30050	46319	30050	
6061	22947	29620	22947	
10211	45124	42286	45124	
24049	40676	7318	40676	
21038	5683	28661	5683	
6066	2140	13983	2140	
35696	37728	20509	37728	
37960	42583	45879	42583	
1631	9290	12353	9290	
6924	763	38928	763	
28608	43399	48157	43399	
17505	40600	30373	40600	
20415	7177	26081	7177	
38017	39697	1298	39697	
28648	23876	6383	23876	
49296	35389	11511	35389	
42088	35788	38571	35788	
43620	8742	40385	8742	
39550	47976	18665	47976	
14502	17199	3091	17199	
31489	22990	39249	22990	
30302	18525	11865	18525	
27134	24524	32110	24524	
1397	13344	47311	13344	
25371	9112	10245	9112	
37977	6161	46620	6161	
43867	11476	43039	11476	
13138	28152	6891	28152	
8650	49015	35617	49015	
46563	29230	19295	29230	
4178	40988	48701	40988	
34424	37814	43082	37814	
15630	38240	41998	38240	
40890	40167	30509	40167	
16478	5996	2369	5996	
47958	30394	18714	30394	
36555	16558	44937	16558	
42296	13994	19350	13994	
3230	21078	45898	21078	
24247	42364	49281	42364	
32849	34244	45917	34244	
31548	29772	28978	29772	
11287	26624	47267	26624	
16034	16636	9669	16636	
31708	9437	15705	9437	
37495	43951	28767	43951	
29875	36991	11912	36991	
6679	28597	17811	28597	
24012	6249	13907	6249	
37845	14621	31899	14621	
11297	22	24160	22	
47210	41388	38291	41388	
9377	5905	41361	5905	
13260	24582	46145	24582	
29058	27007	15970	27007	
11260	37469	40059	37469	
31099	8676	47540	8676	
43322	17960	25470	17960	
34787	11435	45951	11435	
35869	27057	42813	27057	
2026	45026	10879	45026	
36317	40795	1054	40795	
49630	47659	37699	47659	
8123	184	22090	184	
19548	49596	20325	49596	
32418	14013	29569	14013	
33940	25801	45374	25801	
35513	23513	5834	23513	
42255	12764	31087	12764	
26893	29888	19635	29888	
30008	26243	25475	26243	
43405	17392	30530	17392	
47833	5100	47348	5100	
43724	4089	15410	4089	
15751	21690	41023	21690	
30381	29516	2393	29516	
21439	37396	8675	37396	
35403	9946	47317	9946	
46447	18756	48337	18756	
47991	2078	46596	2078	
44811	36066	12495	36066	
43253	6218	22393	6218	
5150	16286	18655	16286	
21262	40660	46035	40660	
20108	6994	34612	6994	
3225	22558	2421	22558	
10601	29145	16666	29145	
4691	29250	47154	29250	
19753	8348	8823	8348	
18112	36402	20284	36402	
6312	6349	40688	6349	
14139	17853	45684	17853	
12951	26401	48115	26401	
24303	37206	13051	37206	
9341	27934	46204	27934	
38675	2612	41329	2612	
18303	15710	23637	15710	
35967	6678	28671	6678	
16036	20217	39464	20217	
38845	44324	37744	44324	
16425	5488	24161	5488	
22599	9130	47053	9130	
30366	9271	46860	9271	
10132	43274	44736	43274	
23828	22306	31317	22306	
31470	5058	3874	5058	
32149	11833	21455	11833	
7600	6579	43672	6579	
7902	26804	3757	26804	
38035	48344	17854	48344	
9869	46237	2860	46237	
40447	11114	45681	11114	
40146	48677	15840	48677	
1788	48136	44767	48136	
13685	37221	20384	37221	
3306	35593	21292	35593	
37815	26541	17963	26541	
3862	17386	38568	17386	
13508	45499	36527	45499	
39351	22843	12087	22843	
10426	48572	32816	48572	
4783	43771	1371	43771	
14637	33355	38553	33355	
12239	47514	26015	47514	
2630	30211	20196	30211	
16552	7119	807	7119	
36574	43259	48069	43259	
15990	48103	36680	48103	
45644	36062	35493	36062	
46576	49716	13158	49716	
10554	21592	36513	21592	
47949	6257	18938	6257	
49413	38120	28472	38120	
47280	38899	3277	38899	
8005	17003	39814	17003	
10083	3155	37548	3155	
41425	44261	22757	44261	
12142	22383	32003	22383	
46511	2625	15690	2625	
3362	10260	43225	10260	
33647	27770	6142	27770	
29322	9183	23498	9183	
5110	35510	14253	35510	
9508	20480	22279	20480	
43998	44026	2063	44026	
14132	38462	4773	38462	
6230	18074	29453	18074	
7734	5888	33294	5888	
7844	17461	26131	17461	
39425	49634	30254	49634	
9960	39981	28254	39981	
4319	37489	7196	37489	
4274	24059	46726	24059	
28942	48454	10850	48454	
15736	41885	6973	41885	
19679	5259	48750	5259	
968	40283	46997	40283	
104	18633	38725	18633	
33444	39798	34571	39798	
22148	22702	48608	22702	
14911	358	31143	358	
3645	11910	30496	11910	
35307	35288	8108	35288	
2693	19113	26584	19113	
39423	48017	9900	48017	
23971	29802	15145	29802	
49018	44731	25969	44731	
18068	11425	30308	11425	
30715	26274	36368	26274	
14992	29108	32651	29108	
15679	3938	12636	3938	
2146	13455	11695	13455	
15331	17062	48302	17062	
13690	23579	17166	23579	
36607	14255	48239	14255	
11249	23837	45957	23837	
10517	18452	17480	18452	
29588	43364	39730	43364	
23479	43235	21865	43235	
12532	20650	21316	20650	
22637	36231	44285	36231	
45103	43136	1881	43136	
4224	10672	36369	10672	
21586	29855	4336	29855	
3688	49878	49667	49878	
27578	48733	31367	48733	
25341	17646	18642	17646	
527	1879	2889	1879	
36246	13861	14391	13861	
4852	44550	15935	44550	
16771	28831	33461	28831	
26014	3187	36684	3187	
28704	39231	43979	39231	
3764	20832	567	20832	
11554	9718	47872	9718	
46701	4479	17912	4479	
31379	25799	32893	25799	
7872	21135	41333	21135	
44135	3250	46792	3250	
8074	30574	49476	30574	
22973	4948	23634	4948	
6342	33138	23201	33138	
36690	42691	12888	42691	
23357	30929	39158	30929	
36237	42626	26201	42626	
7512	11721	26457	11721	
43044	42731	32551	42731	
10619	12443	23449	12443	
46532	827	10779	827	
6143	19954	21805	19954	
38208	46226	24701	46226	
13598	3790	30821	3790	
17400	24187	2605	24187	
1729	28260	16935	28260	
46777	48428	38027	48428	
367	16385	4451	16385	
8818	6478	11263	6478	
8484	9255	25684	9255	
8253	18874	37663	18874	
7805	1006	42523	1006	
30091	28802	39354	28802	
36908	22824	1579	22824	
36709	45491	44831	45491	
15835	9188	11856	9188	
13917	28843	28004	28843	
44846	28509	36473	28509	
12400	13925	13308	13925	
40674	47385	31527	47385	
47404	44186	37521	44186	
17763	49209	7437	49209	
15801	41353	8849	41353	
49934	1560	23326	1560	
44323	41274	18934	41274	
3680	15959	49323	15959	
38816	6073	28281	6073	
34147	39632	7698	39632	
36988	29934	3544	29934	
37818	13783	42748	13783	
44869	3055	10597	3055	
25441	42780	43918	42780	
6111	34532	11081	34532	
2651	41979	24739	41979	
29868	4654	40525	4654	
26792	4996	11049	4996	
25604	10470	45513	10470	
29544	26753	37301	26753	
7933	15472	10657	15472	
20351	45370	36358	45370	
45822	8225	1494	8225	
26427	23511	31952	23511	
43001	20811	8864	20811	
40818	3006	14866	3006	
6194	37201	32656	37201	
40136	27091	25047	27091	
31123	2	12860	2	
32543	9303	13082	9303	
40579	47347	31594	47347	
46276	26702	49428	26702	
44895	38613	47197	38613	
14681	35178	2005	35178	
45089	2053	35955	2053	
20301	34763	22895	34763	
7874	5642	38140	5642	
7965	46004	1981	46004	
12018	9330	44131	9330	
9700	14756	48575	14756	
20844	31034	42986	31034	
36086	48489	12606	48489	
5487	10128	35331	10128	
45090	29011	7316	29011	
2487	16746	27340	16746	
15802	5090	21165	5090	
17919	40806	34625	40806	
17727	11594	20007	11594	
11974	48629	8576	48629	
569	17217	5754	17217	
17790	14960	17056	14960	
49739	42572	45843	42572	
1890	49818	9043	49818	
39507	15650	41418	15650	
24246	28698	34153	28698	
18277	48073	38898	48073	
25547	22015	41525	22015	
42790	19672	46954	19672	
46676	27119	26230	27119	
28116	30641	21072	30641	
4669	1289	1723	1289	
18442	8820	28655	8820	
39635	40672	26483	40672	
49020	22232	30241	22232	
23602	12991	33945	12991	
16024	45566	38918	45566	
44314	35397	26715	35397	
5925	30329	20067	30329	
44404	20071	48477	20071	
33963	48770	7258	48770	
41047	40221	19270	40221	
11031	49948	33547	49948	
34354	1184	38810	1184	
4756	36297	25665	36297	
34224	29622	2501	29622	
40634	45020	9024	45020	
38636	3128	11188	3128	
7622	15129	39793	15129	
32977	20725	11621	20725	
26234	40637	11497	40637	
22340	27446	18517	27446	
14548	26849	1793	26849	
28913	3828	37677	3828	
27423	2458	36786	2458	
22540	23660	47507	23660	
45429	46235	37423	46235	
35227	21778	43751	21778	
21069	14490	31966	14490	
47957	935	40040	935	
32963	30754	25323	30754	
14329	46671	36718	46671	
28494	8660	39916	8660	
28332	4506	35893	4506	
38429	46110	2474	46110	
31010	45340	29498	45340	
45597	43637	39994	43637	
21163	28974	32609	28974	
28073	14587	28747	14587	
49363	17635	45877	17635	
21013	12418	37044	12418	
20888	14004	14041	14004	
44015	7464	32783	7464	
36279	17711	15839	17711	
9137	37766	22981	37766	
48113	26363	7643	26363	
49683	28279	16970	28279	
8486	39075	24244	39075	
9229	3863	11811	3863	
18114	31699	37218	31699	
26286	16683	32887	16683	
12080	29737	25607	29737	
49141	44678	28849	44678	
25557	17020	8980	17020	
46090	29669	36693	29669	
617	38593	13213	38593	
46726	10960	21961	10960	
3176	35005	6643	35005	
24031	941	33701	941	
43294	45993	11117	45993	
31918	40775	34352	40775	
3836	7893	3038	7893	
14884	9488	7099	9488	
2174	28749	32984	28749	
10799	44987	14914	44987	
38571	26264	40769	26264	
17985	4136	15452	4136	
30892	39027	28069	39027	
541	12013	4281	12013	
47719	461	22997	461	
35728	5995	4402	5995	
33388	31886	23530	31886	
36309	49837	2416	49837	
46131	22487	7789	22487	
33369	41588	14104	41588	
13967	32111	44011	32111	
32900	4057	10068	4057	
2310	5670	48842	5670	
32618	23312	41554	23312	
4986	12920	28533	12920	
38062	30750	36796	30750	
20706	43373	31953	43373	
20283	29231	21513	29231	
43079	31786	45768	31786	
35795	32525	46630	32525	
41460	7453	18340	7453	
3220	8854	14423	8854	
49949	24600	30544	24600	
6670	23619	7317	23619	
10555	35298	26809	35298	
46271	32226	33261	32226	
26607	46098	43305	46098	
13038	15438	2746	15438	
1532	11696	34111	11696	
2228	14107	34165	14107	
47034	34534	43760	34534	
47860	12694	34581	12694	
16353	29369	36560	29369	
27479	38187	49905	38187	
37480	38029	37701	38029	
13158	31217	4598	31217	
16078	13814	30957	13814	
47406	186	8806	186	
1340	38238	24402	38238	
20604	36562	44681	36562	
19745	43985	10939	43985	
22938	19279	13704	19279	
15328	9627	41189	9627	
24355	41027	29629	41027	
4588	3711	14535	3711	
45121	2466	45397	2466	
9384	25792	2392	25792	
19729	6315	35430	6315	
25670	21684	5590	21684	
21219	47302	45909	47302	
4741	18168	29048	18168	
43332	14787	21650	14787	
38939	10532	37084	10532	
1349	28852	19114	28852	
17115	11465	43200	11465	
17170	6652	39225	6652	
29277	41169	40137	41169	
27336	22442	26459	22442	
29901	45067	1119	45067	
8896	33281	43072	33281	
49733	49270	15711	49270	
23714	3936	25334	3936	
47711	45673	17525	45673	
11189	47792	39077	47792	
28142	26476	15078	26476	
25647	15672	35369	15672	
38331	31706	48706	31706	
41225	4813	27421	4813	
18831	34106	2192	34106	
32894	8127	24530	8127	
19940	27491	21045	27491	
32512	36023	36785	36023	
31384	1670	29700	1670	
19528	48964	32660	48964	
30156	24127	21123	24127	
47295	30951	45953	30951	
16989	23486	26852	23486	
42521	21284	46568	21284	
22102	36489	20320	36489	
28443	10528	13089	10528	
37905	10611	14729	10611	
31197	19068	35405	19068	
45126	12846	15308	12846	
26522	45930	37041	45930	
15983	7213	48562	7213	
24615	34502	1688	34502	
32906	22200	27616	22200	
24803	4613	42015	4613	
37514	36736	20661	36736	
11403	9369	18489	9369	
4278	31936	46996	31936	
41310	7356	4249	7356	
25653	37805	14074	37805	
25132	16535	26975	16535	
31438	44524	199	44524	
6488	8017	41183	8017	
29598	33937	49199	33937	
2022	35007	40192	35007	
45934	47961	49339	47961	
10268	4162	7657	4162	
34917	30581	27849	30581	
477	20804	11417	20804	
18024	35338	6914	35338	
35981	2408	46260	2408	
2160	49486	25392	49486	
6839	22996	9239	22996	
35099	7351	2030	7351	
35604	2591	47800	2591	
28856	20742	8297	20742	
43604	48189	7757	48189	
12395	24557	23651	24557	
2415	41409	17813	41409	
8041	13268	25571	13268	
27551	17739	32323	17739	
34703	38719	7719	38719	
8084	33836	5816	33836	
31479	38131	41144	38131	
28624	4974	23328	4974	
377	21300	39735	21300	
35188	27376	16520	27376	
3480	17855	33998	17855	
47574	23801	26517	23801	
39248	33212	44031	33212	
25009	23044	32814	23044	
7750	27043	47918	27043	
25599	32729	42055	32729	
964	40466	37081	40466	
23611	35335	4293	35335	
21890	31702	44125	31702	
5678	28046	47226	28046	
22612	24241	7256	24241	
8341	10649	27851	10649	
16138	10961	16435	10961	
29526	5764	13155	5764	
49538	24143	21893	24143	
10061	1094	34459	1094	
5094	36922	287	36922	
18957	41608	4076	41608	
16010	15908	19420	15908	
36009	8659	42072	8659	
30985	38145	21305	38145	
6105	44709	23407	44709	
3357	43791	33746	43791	
36934	23283	36554	23283	
48912	38119	44667	38119	
2002	9921	30522	9921	
37504	38270	41168	38270	
22393	22820	21938	22820	
11112	2034	3153	2034	
13436	44226	17061	44226	
24743	18916	49547	18916	
29730	34303	30836	34303	
39095	28497	31588	28497	
34994	28765	28492	28765	
9008	9816	42362	9816	
42381	12116	21210	12116	
12887	15094	25705	15094	
26411	25989	2579	25989	
18184	2620	32311	2620	
48296	21978	39368	21978	
46283	7068	23757	7068	
36096	9949	23066	9949	
44231	41523	19833	41523	
6040	41659	22704	41659	
18490	18301	18889	18301	
23683	17347	29742	17347	
26731	45273	49555	45273	
29201	22539	27884	22539	
8667	7747	29484	7747	
40360	15830	32926	15830	
42378	3887	25396	3887	
35947	18552	36516	18552	
15170	15077	9986	15077	
8879	45862	39432	45862	
47718	12611	11499	12611	
15625	33342	26794	33342	
32327	4163	46329	4163	
35649	22957	24775	22957	
39120	37907	48388	37907	
10346	650	5016	650	
7793	45852	41423	45852	
30022	47535	19557	47535	
14410	38153	31911	38153	
28262	19661	36364	19661	
49881	21748	21073	21748	
15229	12489	22534	12489	
40185	17441	30134	17441	
48374	4680	17738	4680	
7678	44913	17274	44913	
22056	14712	44065	14712	
18589	46442	42837	46442	
35602	19369	1445	19369	
33365	10188	9963	10188	
36913	35321	26240	35321	
32557	24070	27122	24070	
18930	42420	872	42420	
11393	27511	749	27511	
10726	2165	236	2165	
12271	9958	24484	9958	
20259	17262	48031	17262	
38847	32797	31896	32797	
13099	18732	35837	18732	
38034	31867	14133	31867	
18878	1661	7086	1661	
35799	46411	47129	46411	
9746	12411	18915	12411	
44426	27617	33381	27617	
42629	11092	32614	11092	
21400	45267	45655	45267	
10898	29412	8126	29412	
14536	35572	16732	35572	
7021	18808	36084	18808	
33441	10032	36535	10032	
42375	35768	1478	35768	
30063	31732	22624	31732	
9497	26308	35778	26308	
29013	47821	1008	47821	
22020	1194	34450	1194	
11327	35952	35753	35952	
31322	1570	5586	1570	
24291	16389	26462	16389	
41952	42451	40203	42451	
11662	8392	13637	8392	
26415	46880	25592	46880	
16213	14072	18694	14072	
31663	19811	11545	19811	
29744	7493	36832	7493	
23728	12795	33570	12795	
19796	10263	5658	10263	
7393	24036	30445	24036	
28374	946	49978	946	
39985	48926	4712	48926	
43367	11808	13841	11808	
18666	10391	42989	10391	
15065	24980	7095	24980	
33357	26785	33186	26785	
26162	11618	8756	11618	
12427	47474	25498	47474	
627	36308	35676	36308	
43270	8780	17945	8780	
19339	45516	1153	45516	
6241	22505	42753	22505	
24181	32118	15495	32118	
9058	46655	26067	46655	
12978	15199	47744	15199	
339	40655	49830	40655	
16869	44459	12938	44459	
21757	9501	13941	9501	
16288	24714	12916	24714	
25582	23925	28734	23925	
23376	13175	45228	13175	
16818	43068	32840	43068	
26707	17353	20577	17353	
3300	9447	27662	9447	
47717	36886	43144	36886	
29136	39455	48951	39455	
45998	31907	10815	31907	
5953	48444	19618	48444	
5659	48976	15166	48976	
14115	24874	31576	24874	
45449	2542	48096	2542	
17328	12701	38484	12701	
42646	12275	49099	12275	
47061	43660	8996	43660	
15468	38577	31540	38577	
34434	4523	31643	4523	
42073	7466	42592	7466	
89	43002	37871	43002	
19430	841	2900	841	
24535	26591	11952	26591	
27512	34140	29427	34140	
46230	19136	25978	19136	
17159	6638	20017	6638	
925	10604	14999	10604	
40915	43337	47853	43337	
24542	45093	923	45093	
31190	15211	31881	15211	
11590	30408	5823	30408	
39879	32349	41564	32349	
44147	47327	33519	47327	
14501	41876	34489	41876	
12307	41096	38811	41096	
14738	11925	8048	11925	
6383	3554	7929	3554	
39930	26974	18733	26974	
19578	27277	32601	27277	
6738	14514	41098	14514	
14394	3288	5289	3288	
33717	68	7100	68	
33276	20733	16218	20733	
32335	6080	7226	6080	
48270	200	26191	200	
47551	11308	14246	11308	
9061	24351	9893	24351	
49182	1753	24841	1753	
14299	41426	13842	41426	
41531	30746	27176	30746	
33640	27619	16597	27619	
12250	24650	41326	24650	
10830	31775	44433	31775	
48003	6683	29229	6683	
35008	25554	37076	25554	
34760	19947	5664	19947	
48808	30291	5529	30291	
7722	3969	44858	3969	
12734	26922	34651	26922	
11479	2394	10075	2394	
45498	38214	32957	38214	
16264	20531	18666	20531	
241	15902	48685	15902	
46039	5213	16824	5213	
26848	786	49081	786	
10751	25366	27034	25366	
39664	29416	11773	29416	
28109	35519	37546	35519	
30604	28929	23901	28929	
10668	12784	520	12784	
3523	3408	35618	3408	
45584	23439	23888	23439	
33597	36697	5434	36697	
34839	25904	14699	25904	
36504	27519	20738	27519	
2423	33941	47211	33941	
31756	35245	38181	35245	
9428	12927	5503	12927	
36841	7485	7794	7485	
15848	44891	14482	44891	
13342	40942	33818	40942	
43282	1150	29013	1150	
16889	21570	48618	21570	
26416	36047	33715	36047	
33080	3649	26029	3649	
8975	18632	18566	18632	
3237	49385	32890	49385	
40453	26001	15224	26001	
4154	10203	2874	10203	
34223	4938	6014	4938	
5277	35835	15523	35835	
37009	43196	23648	43196	
49508	12483	32788	12483	
35517	36325	12020	36325	
8955	28312	16974	28312	
31276	13932	958	13932	
18430	48494	29849	48494	
27943	26530	18579	26530	
17605	18299	14460	18299	
24761	45715	42980	45715	
48703	39044	477	39044	
39776	9220	20458	9220	
22985	13856	10493	13856	
24188	15628	37244	15628	
12513	37674	18758	37674	
27167	33846	26299	33846	
3294	40227	20057	40227	
7051	29132	45766	29132	
18244	28827	22376	28827	
7210	11467	24324	11467	
19808	47401	6659	47401	
41744	45937	30446	45937	
49952	12382	9170	12382	
19101	1679	32579	1679	
13714	48657	9405	48657	
37491	16005	6317	16005	
36152	36862	12298	36862	
15885	12988	36151	12988	
38794	26052	39245	26052	
32859	49132	38	49132	
22395	31837	30892	31837	
24279	45310	8439	45310	
8308	17153	46161	17153	
47875	16063	38379	16063	
4469	25589	4267	25589	
15417	20332	28810	20332	
29512	14677	23700	14677	
12533	22784	49593	22784	
2250	12632	41532	12632	
20655	49776	7951	49776	
28424	8370	31331	8370	
5939	45883	17590	45883	
39911	27507	40268	27507	
36108	19423	8097	19423	
21909	13903	16956	13903	
12220	40821	31640	40821	
5689	40544	32548	40544	
42050	34984	41796	34984	
41594	41542	27678	41542	
35607	16868	16287	16868	
39547	13039	14538	13039	
3201	37384	31061	37384	
991	21270	4614	21270	
46239	40712	11867	40712	
39773	36060	23909	36060	
24531	44591	1000	44591	
35565	10978	39161	10978	
3479	6365	21030	6365	
7700	35953	456	35953	
11990	9810	21080	9810	
4402	31938	36875	31938	
37801	14789	45959	14789	
18863	31408	21864	31408	
45096	46890	33604	46890	
4598	28899	41897	28899	
11263	35315	8242	35315	
671	22573	13136	22573	
25354	25410	84	25410	
14387	43407	41166	43407	
22489	24703	13631	24703	
23993	40583	48498	40583	
47897	8312	28079	8312	
36126	11687	9155	11687	
14141	47278	30026	47278	
8925	42483	6786	42483	
22627	42157	7079	42157	
11318	41433	3072	41433	
10732	23559	47917	23559	
38092	29792	4903	29792	
19271	45878	19156	45878	
37618	38569	21974	38569	
8459	45325	29866	45325	
28344	4473	12825	4473	
41770	38800	40333	38800	
40389	3714	46999	3714	
3290	36556	4531	36556	
28491	30640	2229	30640	
11802	19584	31993	19584	
32356	12906	41667	12906	
42700	16190	9560	16190	
11382	46811	26848	46811	
3229	46668	35981	46668	
36786	45924	46087	45924	
18304	16145	24321	16145	
21156	3561	6398	3561	
